350
t_index,tf-idf
15221,0.07763831899480665
15222,0.027164424814433423
15450,0.037837287218090425
15514,0.06889807017338014
15525,0.04249526544909658
15562,0.030707751026574436
15568,0.028479708592898154
15587,0.03038926630579423
15737,0.0231089265843888
15846,0.06428276646661699
15901,0.024933093653938372
15952,0.03664699947192282
15984,0.0317558208186787
16229,0.08693870558893961
16245,0.062081434408751704
16369,0.04872790695988563
16374,0.046800211751387454
16420,0.07329399894384564
16432,0.023284010487695763
16460,0.028479708592898154
16487,0.03594894823901907
16510,0.0312130544380454
16607,0.03664699947192282
16630,0.04249526544909658
16663,0.09855001370601654
16695,0.020595341050424296
16714,0.04172360561165513
16884,0.050541495811503086
16908,0.04102555437875139
16927,0.02658591412418734
16933,0.06428276646661699
17009,0.04249526544909658
17058,0.02836061662742808
17064,0.04292619932793846
17067,0.0269664669664588
17085,0.039259284800451905
17099,0.050541495811503086
17330,0.0140583288784455
17340,0.05351112003417728
17402,0.03138954477333025
17412,0.02450214615525557
17416,0.019185387533435027
17517,0.03472544504135289
17520,0.03472544504135289
17531,0.037837287218090425
17665,0.0807765670640769
17713,0.037022671278024055
17716,0.0247144507159516
17717,0.020158550715769597
17903,0.030546777634598718
18021,0.06945089008270577
18029,0.044335890940184225
18262,0.050541495811503086
18345,0.038753981388980945
18348,0.02266152066416793
18436,0.024228320075907032
18460,0.026493787192458186
18479,0.025007449566726538
18498,0.06734299864718662
18501,0.05648686043074242
18502,0.02779258054546783
18504,0.09764512955298624
18588,0.060360313386355995
18607,0.029791056855683916
18629,0.019321651826824493
18725,0.02141718105272587
18732,0.023166824075638894
18799,0.022826111736880247
18816,0.033204695475248014
18818,0.023647258211933322
18829,0.02658591412418734
18895,0.08321133410081293
18911,0.050541495811503086
18922,0.07728660730729797
18935,0.018356574361877057
18971,0.050541495811503086
19093,0.05351112003417728
19123,0.036289660577777716
